latitude,longitude,100000kHz,200000kHz,300000kHz,400000kHz,500000kHz,600000kHz,700000kHz,800000kHz,900000kHz,1000000kHz,1100000kHz,1200000kHz,1300000kHz,1400000kHz,1500000kHz,1600000kHz,1700000kHz,1800000kHz,1900000kHz,2000000kHz,2100000kHz,2200000kHz,2300000kHz,2400000kHz,2500000kHz,2600000kHz
45.40943,-73.93838,-80,-85,-86,-92,-90,-84,-88,-95,-84,-96,-99,-99,-97,-95,-94,-96,-92,-94,-80,-92,-76,-93,-91,-88,-88,-87,
45.40947,-73.93837,-83,-87,-86,-90,-92,-91,-93,-95,-88,-96,-95,-98,-97,-96,-94,-96,-92,-90,-67,-92,-79,-93,-92,-88,-88,-87,
